_Increase_military_alert_status(X0,X1,T1) <- Mobilize_or_increase_armed_forces(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Use_conventional_military_force(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Use_unconventional_violence(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Threaten_with_military_force(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Accuse_of_aggression(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Reduce_or_break_diplomatic_relations(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Impose_embargo,_boycott,_or_sanctions(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Increase_military_alert_status(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Violate_ceasefire(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Engage_in_mass_killings(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Expel_or_deport_individuals(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Impose_blockade,_restrict_movement(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Accuse_of_war_crimes(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Criticize_or_denounce(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Demand_military_aid(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Refuse_to_de-escalate_military_engagement(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- fight_with_artillery_and_tanks(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- fight_with_small_arms_and_light_weapons(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Employ_aerial_weapons(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Provide_military_aid(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Reject_military_cooperation(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Coerce(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Seize_or_damage_property(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Occupy_territory(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Demonstrate_military_or_police_power(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Assassinate(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Attempt_to_assassinate(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Carry_out_car_bombing(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Carry_out_suicide_bombing(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Detonate_nuclear_weapons(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Use_chemical,_biological,_or_radiological_weapons(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Abduct,_hijack,_or_take_hostage(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Confiscate_property(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Destroy_property(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Torture(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Kill_by_physical_assault(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Use_tactics_of_violent_repression(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Protest_violently,_riot(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Engage_in_violent_protest_for_rights(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0).
_Increase_military_alert_status(X0,X1,T1) <- Reduce_or_break_diplomatic_relations(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Impose_embargo,_boycott,_or_sanctions(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Violate_ceasefire(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Engage_in_mass_killings(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Expel_or_deport_individuals(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Impose_blockade,_restrict_movement(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Impose_state_of_emergency_or_martial_law(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Accuse_of_war_crimes(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Criticize_or_denounce(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Demand_military_aid(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Refuse_to_de-escalate_military_engagement(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- fight_with_artillery_and_tanks(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- fight_with_small_arms_and_light_weapons(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Employ_aerial_weapons(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Provide_military_aid(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Reject_military_cooperation(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Coerce(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Seize_or_damage_property(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Occupy_territory(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Demonstrate_military_or_police_power(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Assassinate(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Attempt_to_assassinate(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Carry_out_car_bombing(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Carry_out_suicide_bombing(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Detonate_nuclear_weapons(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Use_chemical,_biological,_or_radiological_weapons(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Abduct,_hijack,_or_take_hostage(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Confiscate_property(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Destroy_property(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Torture(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Kill_by_physical_assault(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Use_tactics_of_violent_repression(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Protest_violently,_riot(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Engage_in_violent_protest_for_rights(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
_Increase_military_alert_status(X0,X1,T1) <- Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0), Increase_military_alert_status(X0,X1,T1).
