_Carry_out_roadside_bombing(X0,X1,T1) <- Use_unconventional_violence(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Carry_out_car_bombing(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Carry_out_suicide_bombing(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Conduct_suicide,_car,_or_other_non-military_bombing(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Protest_violently,_riot(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Threaten_with_military_force(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Mobilize_or_increase_armed_forces(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Use_tactics_of_violent_repression(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Reject_plan,_agreement_to_settle_dispute(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Halt_mediation(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Engage_in_mass_killings(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Attempt_to_assassinate(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Provide_military_aid(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Demand_change_in_leadership(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Defy_norms,_law(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Abduct,_hijack,_or_take_hostage(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Destroy_property(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Seize_or_damage_property(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Physically_assault(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Kill_by_physical_assault(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Torture(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Arrest,_detain,_or_charge_with_legal_action(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Increase_military_alert_status(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Use_conventional_military_force(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Express_intent_to_provide_military_aid(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Criticize_or_denounce(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Accuse_of_war_crimes(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Give_ultimatum(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Threaten(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Refuse_to_yield(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T1) <- Violate_ceasefire(X0,X1,T0).
_Carry_out_roadside_bombing(X0,X1,T2) <- Praise_or_endorse(X0,X1,T0), Criticize_or_denounce(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Grant_diplomatic_recognition(X0,X1,T0), Reduce_or_break_diplomatic_relations(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Express_intent_to_accept_mediation(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Meet_at_a_'third'_location(X0,X1,T0), Decline_comment(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Make_an_appeal_or_request(X0,X1,T0), Reject(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Complain_officially(X0,X1,T0), Ignore(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Express_intent_to_ease_economic_sanctions,_boycott,_or_embargo(X0,X1,T0), Impose_embargo,_boycott,_or_sanctions(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_easing_of_economic_sanctions,_boycott,_or_embargo(X0,X1,T0), Refuse_to_ease_economic_sanctions,_boycott,_or_embargo(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_easing_of_administrative_sanctions(X0,X1,T0), Refuse_to_ease_administrative_sanctions(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_humanitarian_aid(X0,X1,T0), Reduce_or_stop_humanitarian_assistance(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_material_aid(X0,X1,T0), Reduce_or_stop_material_aid(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_military_aid(X0,X1,T0), Reject_request_for_military_aid(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_military_protection_or_peacekeeping(X0,X1,T0), Reject_request_for_military_protection_or_peacekeeping(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_that_target_yields(X0,X1,T0), Refuse_to_yield(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_settling_of_dispute(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_meeting,_negotiation(X0,X1,T0), Reject_proposal_to_meet,_discuss,_or_negotiate(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0), Reject_judicial_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_intelligence_cooperation(X0,X1,T0), Reject_material_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_judicial_cooperation(X0,X1,T0), Reject_judicial_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_material_cooperation(X0,X1,T0), Reject_material_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_policy_change(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_political_reform(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_rights(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_release_of_persons_or_property(X0,X1,T0), Refuse_to_release_persons_or_property(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_de-escalation_of_military_engagement(X0,X1,T0), Refuse_to_de-escalate_military_engagement(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_easing_of_administrative_sanctions(X0,X1,T0), Refuse_to_ease_administrative_sanctions(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_easing_of_economic_sanctions,_boycott,_or_embargo(X0,X1,T0), Refuse_to_ease_economic_sanctions,_boycott,_or_embargo(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_economic_aid(X0,X1,T0), Reduce_or_stop_economic_assistance(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_humanitarian_aid(X0,X1,T0), Reduce_or_stop_humanitarian_assistance(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_material_aid(X0,X1,T0), Reduce_or_stop_material_aid(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_military_aid(X0,X1,T0), Reject_request_for_military_aid(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_military_protection_or_peacekeeping(X0,X1,T0), Reject_request_for_military_protection_or_peacekeeping(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_that_target_yields(X0,X1,T0), Refuse_to_yield(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_settling_of_dispute(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_meeting,_negotiation(X0,X1,T0), Reject_proposal_to_meet,_discuss,_or_negotiate(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_diplomatic_cooperation_(such_as_policy_support)(X0,X1,T0), Reject_judicial_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_intelligence_cooperation(X0,X1,T0), Reject_material_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_judicial_cooperation(X0,X1,T0), Reject_judicial_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_material_cooperation(X0,X1,T0), Reject_material_cooperation(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_policy_change(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_political_reform(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_rights(X0,X1,T0), Reject_plan,_agreement_to_settle_dispute(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_release_of_persons_or_property(X0,X1,T0), Refuse_to_release_persons_or_property(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_de-escalation_of_military_engagement(X0,X1,T0), Refuse_to_de-escalate_military_engagement(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_easing_of_administrative_sanctions(X0,X1,T0), Refuse_to_ease_administrative_sanctions(X1,X0,T1).
_Carry_out_roadside_bombing(X0,X1,T2) <- Demand_easing_of_economic_sanctions,_boycott,_or_embargo(X0,X1,T0), Refuse_to_ease_economic_sanctions,_boycott,_or_embargo(X1,X0,T1).
